species_code,region_type,region_code,region_name,continent_code,continent_name,season,abundance_mean,total_pop_percent,continent_pop_percent,range_occupied_percent,range_total_percent,range_days_occupation,max_week,max_week_percent_pop,speciesCode,commonName
batgod,country,ALB,Albania,EU,Europe,postbreeding_migration,7.962238392875558e-4,3.4617790610227778e-6,3.927240571876956e-5,0.11071514313076548,0.0012118274357731458,35,2023-09-20,3.775373163017237e-5,batgod,Bar-tailed Godwit
batgod,country,ALD,Aland,EU,Europe,postbreeding_migration,0.049648958518234795,1.7391182919749307e-4,0.001972955464557986,0.3594080338266385,0.003169394832022074,112,2023-07-19,7.557907296630925e-4,batgod,Bar-tailed Godwit
batgod,country,ALD,Aland,EU,Europe,prebreeding_migration,0.25438361191220316,3.171867159561223e-4,0.00815492187876226,0.24947145877378435,0.0023722884541927183,56,2023-05-24,0.002526054704449322,batgod,Bar-tailed Godwit
batgod,country,ARE,United Arab Emirates,AS,Asia,breeding,0.029650308055210732,0.015200050336214624,0.15702366829819361,0.03532817737316707,0.021586244177174113,21,2023-06-14,0.01736485890276038,batgod,Bar-tailed Godwit
batgod,country,ARE,United Arab Emirates,AS,Asia,nonbreeding,0.2865915567496212,0.016195103856596057,0.10022299408993904,0.048696842273949104,0.014866734345433265,98,2023-01-25,0.02496866450475648,batgod,Bar-tailed Godwit
batgod,country,ARE,United Arab Emirates,AS,Asia,postbreeding_migration,0.2344362816494256,0.014804695452523746,0.028204985821830297,0.050084953997943035,0.00796253798658059,147,2023-10-25,0.026698700205660425,batgod,Bar-tailed Godwit
batgod,country,ARE,United Arab Emirates,AS,Asia,prebreeding_migration,0.189036543854869,0.004249396958298478,0.004947008265778349,0.04435788963071283,0.0076045440127187214,98,2023-03-15,0.02195850666390389,batgod,Bar-tailed Godwit
batgod,country,ARM,Armenia,AS,Asia,prebreeding_migration,8.048509415932684e-4,1.053973020434775e-6,1.227000747439226e-6,0.01006516009433519,1.0052069721155586e-4,7,2023-05-03,9.64979735057158e-7,batgod,Bar-tailed Godwit
batgod,country,AUS,Australia,OC,Oceania,breeding,0.006233620900425298,0.263713524144912,0.4347142244287751,0.002248088820836269,0.11335626253940956,21,2023-06-28,0.3546346958438225,batgod,Bar-tailed Godwit
batgod,country,AUS,Australia,OC,Oceania,nonbreeding,0.06511223479656707,0.37306832826482184,0.5481261553684383,0.005705436391508434,0.17660747529715023,98,2023-12-06,0.6322454421915158,batgod,Bar-tailed Godwit
batgod,country,AUS,Australia,OC,Oceania,postbreeding_migration,0.030457948109470254,0.19502070833695692,0.5520810559358047,0.007233285869145296,0.11659644282038852,147,2023-11-22,0.5310643852402116,batgod,Bar-tailed Godwit
